FID; LONGITUDE1(deg); LATITUDE1(deg); LONGITUDE2(deg); LATITUDE2(deg); TETADEG(DEG); LONGEUR(Km)
886; -7.70802909; 10.29708763; -7.77558467; 10.25286130; 236.36878441436; 8.9212064121511
887; -6.86204673; 10.25681224; -6.82391930; 10.30753483; 36.483739280101; 7.0377206824099
888; -7.46096460; 10.29709193; -7.43337486; 10.33764500; 33.793356040151; 5.4394186934443
889; -6.67661246; 10.30813618; -6.64140887; 10.32957039; 58.244564407002; 4.5604204036089
890; -6.89301493; 10.29335006; -6.85874919; 10.33976356; 35.989172331192; 6.3988071179666
891; -6.87382748; 10.29647845; -6.83963306; 10.33204377; 43.404936935858; 5.4672234823746
892; -6.91661145; 10.28591025; -6.84604203; 10.35594793; 44.743042288209; 11.01550022676
893; -6.76971242; 10.30662303; -6.74196234; 10.35848794; 27.758426748339; 6.5306353367161
894; -7.50148489; 10.30053705; -7.44707615; 10.33662634; 56.007146949284; 7.2171038170386
895; -7.37593081; 10.32217189; -7.41161394; 10.30716034; 246.85160719104; 4.2742062423817
896; -6.88509524; 10.33126051; -6.92192395; 10.31089148; 240.65986204456; 4.6538168930248
897; -6.84158258; 10.28704580; -6.81602472; 10.34056141; 25.164711058661; 6.5857909976358
898; -7.64369875; 10.35161898; -7.66247244; 10.31751850; 208.44205489741; 4.3195232946994
899; -7.50184531; 10.34014043; -7.44961542; 10.37732423; 54.101240799902; 7.0889866859424
900; -7.44028215; 10.38107635; -7.47542510; 10.36551318; 245.76533107683; 4.2435578425709
901; -7.58376482; 10.39855896; -7.61568156; 10.36831766; 226.0743487646; 4.8664740159423
902; -7.56668336; 10.41909809; -7.61668924; 10.38839498; 238.02992488506; 6.4833642090409
903; -7.24278719; 8.72505470; -7.25784907; 8.76906436; 341.31253182675; 5.167989331109
904; -7.27109876; 8.73386434; -7.27254677; 8.77455663; 357.9858572025; 4.527594171236
905; -7.79665932; 8.77225076; -7.87063544; 8.83922029; 312.49794538006; 11.038985950842
906; -7.86096541; 8.79035631; -7.89144363; 8.81323698; 307.22511117037; 4.2122239977234
907; -7.35865340; 8.78687585; -7.39397686; 8.81578086; 309.62899935171; 5.0501106260381
908; -7.95197506; 8.82046472; -7.92587148; 8.79217476; 137.63825614647; 4.2614214999261
909; -7.22777362; 8.78682570; -7.23684331; 8.82918046; 348.05254136436; 4.8147290939702
910; -7.21287079; 8.82418492; -7.18192113; 8.79637141; 132.28099368752; 4.6067949148612
911; -7.77743791; 8.81234089; -7.80734702; 8.84119465; 314.31455513496; 4.5990222688139
912; -7.87997668; 8.81700127; -7.90389247; 8.84637301; 321.18199524811; 4.195868089077
913; -7.23078736; 8.84108612; -7.21573286; 8.79599069; 161.74163154099; 5.2822304078135
914; -7.76485949; 8.82206639; -7.84054787; 8.86571598; 300.27537190681; 9.6479955653767
915; -7.26458367; 8.84504147; -7.24622210; 8.80644081; 154.82281647944; 4.7460578976762
916; -7.75115107; 8.84318193; -7.78489504; 8.86716697; 305.73267721722; 4.5754186629901
917; -7.46582863; 8.85026010; -7.44144703; 8.81109810; 148.39816452979; 5.1175293831885
918; -7.60000008; 8.85512637; -7.64131289; 8.89488576; 314.2503595598; 6.3464368842441
919; -7.20016441; 8.85775631; -7.25078708; 8.87915271; 293.16409980892; 6.0699813224681
920; -7.39274274; 8.84886842; -7.40021219; 8.88741837; 349.16277495584; 4.3649733838963
921; -7.49578074; 8.86231732; -7.46645265; 8.83127433; 136.9670366573; 4.7296721584617
922; -7.57319945; 8.87347176; -7.62436582; 8.90404706; 301.17076762946; 6.5850187641284
923; -7.31858637; 8.84366035; -7.33037965; 8.88928213; 345.67319069819; 5.2369950743798
924; -7.87601835; 8.86311129; -7.93754833; 8.90507291; 304.62018125645; 8.2277280388585
925; -7.86284946; 8.88748876; -7.89606003; 8.91146349; 306.15806465162; 4.5263321111979
926; -7.88140834; 8.88483185; -7.90258351; 8.91962198; 328.98219437109; 4.5171528052899
927; -7.33472146; 8.89418395; -7.32946530; 8.85021889; 173.26288225294; 4.9229395554869
928; -7.23929133; 8.88777805; -7.26311994; 8.92423527; 327.15051830768; 4.8313979874632
929; -7.83006507; 8.90258014; -7.86821378; 8.91734846; 291.40085850396; 4.5116720676957
930; -7.72532845; 8.89626785; -7.76289057; 8.92135349; 304.06157342514; 4.9908857813721
931; -7.87755772; 8.89512985; -7.91567780; 8.92020304; 303.65751872384; 5.0399366489525
932; -7.79676462; 8.90789992; -7.84684139; 8.94658327; 308.02763246885; 6.9952470262815
933; -7.64615118; 8.91443564; -7.69842356; 8.94446386; 300.1822455827; 6.6581463702732
934; -7.70010286; 8.93253314; -7.73924904; 8.97336180; 316.5589991924; 6.2623106923794
935; -7.86486939; 8.94012769; -7.89643581; 8.96789612; 311.6886388052; 4.6500121819079
936; -7.26296568; 8.95678264; -7.24348407; 8.92360044; 149.88571662884; 4.2698586472704
937; -7.82011842; 8.94161576; -7.83200032; 8.98017789; 343.0726239469; 4.4832379433207
938; -7.75354842; 8.94085530; -7.79275593; 8.96540168; 302.36897052866; 5.1096858599655
939; -7.27007086; 8.95410358; -7.27027551; 8.91070690; 180.26693244318; 4.8255434461089
940; -7.30985974; 8.96242463; -7.34462006; 8.99730117; 315.45161599036; 5.4530876390121
941; -7.59519042; 8.97175694; -7.61470901; 9.00492643; 329.83534074263; 4.269824189971
942; -7.67762990; 8.96066729; -7.73696470; 9.00265329; 305.62228537892; 8.0338774866979
943; -7.47893102; 8.97943443; -7.52198998; 8.99154508; 285.89776408589; 4.9342863059262
944; -7.00678562; 9.01569677; -6.96759279; 8.99975321; 112.38258968633; 4.6748757236979
945; -7.19457556; 8.99605397; -7.16689725; 8.96662554; 137.10581333173; 4.4757183878554
946; -7.30926646; 8.97272904; -7.34459786; 9.00218347; 310.16792763833; 5.0902124908572
947; -7.76973386; 8.99571061; -7.79910409; 9.02619259; 316.42186475189; 4.6859610027569
948; -7.50553928; 9.01100979; -7.54914244; 9.02474779; 287.69672661337; 5.0435709475648
949; -7.75060295; 9.00432756; -7.78876105; 9.01801980; 289.96974230702; 4.4712339796979
950; -7.63492953; 8.99740616; -7.67303333; 9.02413109; 305.3829003071; 5.1443310854687
951; -7.35598307; 9.01850922; -7.38200412; 9.05714198; 326.37072368112; 5.1660147563201
952; -7.15776466; 9.04631833; -7.18600896; 9.07249652; 313.18681343512; 4.2641536512619
953; -6.97222691; 9.04913529; -7.00211892; 9.07045267; 305.83749847699; 4.0624064711002
954; -7.10041934; 9.05578909; -7.13526099; 9.07169866; 294.81850339324; 4.2318637198595
955; -7.77661464; 9.05921611; -7.76309263; 9.02281759; 159.85168671094; 4.3128082638463
956; -7.12445963; 9.04994637; -7.18048069; 9.08657251; 303.5116540279; 7.4019243377668
957; -7.69251072; 9.07140441; -7.67570871; 9.03879002; 153.03390069851; 4.0718584431239
958; -7.63787146; 9.08585391; -7.60633766; 9.05318187; 136.37324855546; 5.0276199640586
959; -7.62530027; 9.09014720; -7.59044398; 9.06993998; 120.41386386251; 4.4505719295232
960; -7.23943427; 9.08414943; -7.19588062; 9.06278136; 116.41621176805; 5.3599777499256
961; -7.69847394; 9.08281964; -7.75083799; 9.09439673; 282.62448965029; 5.9116427615057
962; -7.14883115; 9.08587088; -7.18960266; 9.11753715; 308.1911111902; 5.7124090776237
963; -7.29559081; 9.09635040; -7.32373628; 9.14693153; 331.21760155871; 6.4241368119919
964; -7.10181664; 9.10135947; -7.14216212; 9.10916147; 281.08417826705; 4.5353458177246
965; -7.01017506; 9.09381939; -7.03950075; 9.12001339; 312.13522066909; 4.354042599525
966; -6.98176896; 9.09908705; -7.01657081; 9.12151620; 303.13585421357; 4.5796265373244
967; -7.14266863; 9.11675807; -7.17805587; 9.13429511; 296.65616232495; 4.3640974706357
968; -7.57826472; 9.11329626; -7.63487205; 9.15691735; 307.97617324631; 7.9026994513625
969; -7.66451790; 9.11308046; -7.72340668; 9.13282443; 288.76066589241; 6.8505030735805
970; -6.94843584; 9.10703645; -6.98051300; 9.12836860; 303.9642397583; 4.2616486673705
971; -7.10334222; 9.12252171; -7.12939197; 9.15086280; 317.77865760447; 4.265296233463
972; -7.30627114; 9.14630789; -7.27031525; 9.13149161; 112.65115130107; 4.2944013107485
973; -7.37952598; 9.12277294; -7.39899475; 9.16354660; 334.76154676513; 5.0164257376962
974; -7.05805605; 9.12011297; -7.10276205; 9.12902769; 281.42160087945; 5.0317788310309
975; -7.10704232; 9.14532257; -7.07277964; 9.12236095; 124.16479583336; 4.5620871823693
976; -7.23754710; 9.13513125; -7.25264485; 9.17317641; 338.60677765711; 4.5464325885602
977; -7.52413151; 9.13532445; -7.55728095; 9.17289271; 318.94217973206; 5.5501030537546
978; -7.06724320; 9.13697653; -7.12008176; 9.15678126; 290.79313219055; 6.2324364215789
979; -7.68513505; 9.14787969; -7.73641945; 9.15837096; 281.71060467654; 5.7701578100066
980; -6.94977524; 9.15911145; -6.91170783; 9.13557256; 122.05640151111; 4.9504925439881
981; -7.16820643; 9.13912748; -7.22329921; 9.14645329; 277.67500429259; 6.132134277842
982; -7.09987203; 9.15938788; -7.13794411; 9.18562214; 304.91782522483; 5.1143113089791
983; -7.78550162; 9.17535898; -7.83078461; 9.18690269; 284.48290270712; 5.1510492820694
984; -6.79040531; 9.16034320; -6.82188174; 9.18927722; 312.96036028742; 4.7359485664722
985; -7.47096379; 9.18555841; -7.48773898; 9.22089277; 334.89147017689; 4.3425225990907
986; -6.97295061; 9.21076761; -6.94143548; 9.18564005; 128.92540796182; 4.4617100202986
987; -6.99772777; 9.17293941; -7.02976285; 9.20348943; 314.01290250212; 4.9029882865011
988; -7.36826996; 9.19704377; -7.32362439; 9.17080008; 120.76837443094; 5.7234312435602
989; -7.18099656; 9.19994499; -7.14396283; 9.18294099; 114.94117331054; 4.5021063819694
990; -7.66590299; 9.18090560; -7.68541104; 9.22112676; 334.4174365116; 4.9622305722678
991; -7.08387153; 9.19130576; -7.10717932; 9.22234651; 323.45588237589; 4.3043959535022
992; -7.40209769; 9.20207770; -7.43363770; 9.23096891; 312.86378463475; 4.7344669935152
993; -7.20771072; 9.20713058; -7.24303794; 9.23930944; 312.70398321993; 5.2905296452877
994; -7.58090702; 9.27227099; -7.53358768; 9.22542279; 135.08440563477; 7.3717660676214
995; -7.55372281; 9.24232287; -7.58410976; 9.29073000; 328.22236395938; 6.3396681207391
996; -6.78792300; 9.20859394; -6.80781560; 9.25752430; 338.13689614567; 5.8674175702634
997; -6.95595111; 9.22423075; -6.98357783; 9.26181076; 324.0376211152; 5.1729600479115
998; -7.55923867; 9.22878168; -7.60881307; 9.25881694; 301.54698442171; 6.4040256053873
999; -7.41178460; 9.23358550; -7.45420441; 9.27283117; 313.15185928478; 6.3968962112174
1000; -7.66565863; 9.24601172; -7.63900988; 9.21715637; 137.64658217474; 4.3496899574536
1001; -7.12829270; 9.25608715; -7.08306233; 9.24011827; 109.67880741886; 5.2972302728916
1002; -7.73608219; 9.25332009; -7.77427419; 9.26430425; 286.24920271742; 4.3815886488399
1003; -7.19433235; 9.26130789; -7.16063244; 9.23184516; 131.53107998554; 4.9553621674056
1004; -7.29042412; 9.26340674; -7.24952276; 9.25290252; 104.58208559766; 4.660208724469
1005; -7.04635610; 9.26324346; -7.08443263; 9.28948471; 304.9297979131; 5.1155589680246
1006; -7.78248712; 9.25836388; -7.75750884; 9.21704234; 149.17574701423; 5.3558339924364
1007; -7.73603566; 9.26634165; -7.70498654; 9.24398553; 126.10904869223; 4.2289833463434
1008; -7.32151245; 9.27114843; -7.29988384; 9.22656381; 154.41283449898; 5.5016327442895
1009; -6.78633299; 9.28830395; -6.86200560; 9.32347442; 295.22513672687; 9.2247932001882
1010; -7.56558023; 9.28089045; -7.61015604; 9.33369326; 320.20659142607; 7.6559088783353
1011; -7.48680509; 9.31148916; -7.44643717; 9.30046537; 105.46482986904; 4.6163639230796
1012; -7.64686654; 9.30453705; -7.68337638; 9.32746118; 302.47078774625; 4.7629464048397
1013; -7.39453002; 9.30566052; -7.38224746; 9.24484605; 168.72615450129; 6.8965656734404
1014; -7.83914816; 9.30087395; -7.85922122; 9.34326096; 334.95437122262; 5.2060980929418
1015; -7.23828016; 9.31739926; -7.27038575; 9.34088239; 306.54986282431; 4.3999911391288
1016; -7.76261825; 9.31743663; -7.82525994; 9.37027959; 310.53281736335; 9.0637139399845
1017; -7.87290485; 9.33516570; -7.83580615; 9.32039628; 111.9684172846; 4.4041430570873
1018; -6.84896492; 9.31309155; -6.79606439; 9.30354890; 100.35476580958; 5.9362217022355
1019; -7.83245460; 9.34263142; -7.86131991; 9.36985473; 313.70863819825; 4.3901359878203
1020; -7.47189806; 9.34831634; -7.49690302; 9.37663393; 318.93783293409; 4.1850165150505
1021; -7.13712674; 9.34075113; -7.18276110; 9.38709439; 315.82950569806; 7.2044023023795
1022; -7.21245305; 9.34873230; -7.24731985; 9.36626464; 297.00709508451; 4.3120439804921
1023; -7.76523104; 9.35108536; -7.80936083; 9.38650398; 309.13028262005; 6.2567909572226
1024; -7.52046162; 9.36045752; -7.53396527; 9.39686276; 339.90010095184; 4.3131033264868
1025; -6.97097564; 9.36424781; -7.00527772; 9.38234109; 298.13205827961; 4.287257086433
1026; -7.43577763; 9.36389160; -7.48702080; 9.38798462; 295.48368000297; 6.2527303973865
1027; -7.19050630; 9.36814884; -7.23302578; 9.38463689; 291.45965288467; 5.0361236696454
1028; -7.32859412; 9.38944119; -7.36455234; 9.40968122; 299.70927848745; 4.5596843651444
1029; -7.39900859; 9.40115940; -7.43716584; 9.41977536; 296.31689585984; 4.6890253712507
1030; -7.20288661; 9.40347042; -7.24817238; 9.41400463; 283.27104932062; 5.1310497981932
1031; -7.32802185; 9.39486322; -7.35685308; 9.42049506; 312.02597087521; 4.2700222535182
1032; -7.36064903; 9.42648003; -7.32143808; 9.40079919; 123.57621382992; 5.1820916850745
1033; -7.81247043; 9.43588940; -7.79347339; 9.39892946; 153.11057881962; 4.6119395604033
1034; -7.51690251; 9.42663013; -7.54520835; 9.45170436; 311.92587208315; 4.1844978937205
1035; -6.97659835; 9.43044922; -7.01351953; 9.46916857; 316.75567912226; 5.9279974433956
1036; -7.03164540; 9.45191442; -7.08189236; 9.45381961; 272.20540484634; 5.5489283644642
1037; -7.89882546; 9.43074424; -7.85732475; 9.42193057; 102.14586351771; 4.6749930334949
1038; -6.90378162; 9.45876748; -6.94580888; 9.46443956; 277.79447290191; 4.6818049968319
1039; -7.66372560; 9.46628146; -7.61962351; 9.42596260; 132.82022050161; 6.6123233530646
1040; -7.89765667; 9.45461483; -7.95333897; 9.47431895; 289.74003708443; 6.5120955534155
1041; -6.96954852; 9.42173073; -7.01023253; 9.47077708; 320.71147878393; 7.0643534665911
1042; -7.83750269; 9.46690035; -7.90953021; 9.50185786; 296.20596186338; 8.8346698906292
1043; -7.02833082; 9.45840446; -7.04725691; 9.49268089; 331.42766266291; 4.3461333966419
1044; -7.41614039; 9.47772841; -7.45436497; 9.48332414; 278.44524710297; 4.2603228470515
1045; -7.98834504; 9.46465473; -8.02272785; 9.48157326; 296.51590946204; 4.2275792202667
1046; -7.68061589; 9.47936669; -7.63862107; 9.45804676; 117.23107921496; 5.1998025752009
1047; -7.26587331; 9.47918674; -7.31004459; 9.49676153; 291.97261976381; 5.2492684488043
1048; -7.39911878; 9.49555319; -7.43673914; 9.51416829; 296.6461208181; 4.635938735019
1049; -7.54013038; 9.48965994; -7.56897336; 9.51853311; 315.42828518354; 4.5183990225878
1050; -7.72254593; 9.51967167; -7.69318278; 9.47995635; 143.89799173008; 5.474576279574
1051; -7.72254593; 9.51967167; -7.77337340; 9.52039663; 270.83277595238; 5.6007398006081
1052; -7.32409537; 9.52883482; -7.29910575; 9.49887835; 140.55298575499; 4.3234051728127
1053; -7.03245055; 9.50236087; -7.03933942; 9.53982432; 349.72172482799; 4.2345483415125
1054; -6.92692702; 9.51585197; -6.98419919; 9.53191623; 285.88101415693; 6.56903087432
1055; -7.06960156; 9.50256807; -7.10221192; 9.53366386; 314.0375779714; 4.9904121455635
1056; -7.21331036; 9.50062018; -7.27205640; 9.55353363; 312.41068660355; 8.7527271889255
1057; -7.17386738; 9.51994374; -7.20701701; 9.55483162; 316.86431023053; 5.3313830374043
1058; -7.66564247; 9.53573519; -7.65436836; 9.48360725; 167.95801651281; 5.9280239519096
1059; -8.01112742; 9.52440716; -8.10719499; 9.57730103; 299.1838722103; 12.102044619842
1060; -7.69460415; 9.53747259; -7.72788473; 9.55387258; 296.55399028719; 4.095559762383
1061; -7.60604391; 9.54146970; -7.60808015; 9.57837031; 356.88546783013; 4.1092936769799
1062; -8.14490317; 9.58336496; -8.10835203; 9.55288585; 130.21614946617; 5.2606657908183
1063; -7.29181924; 9.53573012; -7.29215741; 9.57750114; 359.5426197364; 4.6448752626034
1064; -7.09339712; 9.54663340; -7.12098168; 9.59831248; 332.24291997137; 6.5027523681555
1065; -7.27692292; 9.56386443; -7.31124857; 9.58518911; 302.21469902164; 4.4672130376938
1066; -7.56387766; 9.56082928; -7.59324558; 9.59675655; 321.13258023743; 5.1417786377189
1067; -7.48458945; 9.56863014; -7.47340110; 9.50348041; 170.38668241473; 7.3485846501248
1068; -7.94487488; 9.56110993; -7.98195887; 9.59106391; 309.32562916089; 5.269827490613
1069; -7.56056397; 9.56895344; -7.57626578; 9.60482506; 336.65583489063; 4.3480529232231
1070; -6.84399511; 9.58530916; -6.80255310; 9.57203343; 107.99418926636; 4.8077412770947
1071; -7.92896751; 9.57842440; -7.96432883; 9.63550506; 328.58597080083; 7.4465118274841
1072; -7.63265625; 9.58389347; -7.67252258; 9.59381430; 284.16775128492; 4.5298295409233
1073; -7.21562757; 9.58037051; -7.24991355; 9.60875248; 310.01781757952; 4.9258615987797
1074; -8.02896865; 9.59391193; -8.06829293; 9.60867066; 290.84211706736; 4.6301755063641
1075; -7.88574635; 9.58859747; -7.91628871; 9.61148332; 307.23583840113; 4.2180430972603
1076; -7.58284363; 9.60051183; -7.55295533; 9.55861386; 144.87451066376; 5.7059964204449
1077; -7.98683736; 9.60518598; -7.94539645; 9.56925053; 131.32597819546; 6.0657023441888
1078; -6.89590728; 9.58508592; -6.91696565; 9.62643145; 333.33662707103; 5.1516930034277
1079; -7.29309305; 9.60896834; -7.32083504; 9.63622743; 314.90519094444; 4.3068862495374
1080; -7.41822167; 9.61878576; -7.45534375; 9.62980373; 286.75703858124; 4.2724880851781
1081; -7.68389755; 9.62098526; -7.71771542; 9.64172964; 301.89206892148; 4.3826068925286
1082; -6.85585221; 9.61141438; -6.88960766; 9.63168860; 301.35217396027; 4.355319751995
1083; -7.63399550; 9.65876926; -7.61007636; 9.62503635; 145.04222311945; 4.584642791996
1084; -7.95007232; 9.64848435; -7.97185041; 9.67947836; 325.29211802375; 4.198718405862
1085; -6.84683752; 9.65420178; -6.88227636; 9.66798001; 291.52636804907; 4.201652042483
1086; -7.99819090; 9.64862765; -8.03035629; 9.68236160; 316.77517730578; 5.1588706215442
1087; -6.94252276; 9.64773656; -6.96620173; 9.70916390; 339.19556290561; 7.3133740992936
1088; -6.91954520; 9.65139493; -6.92751730; 9.68832267; 347.98642083829; 4.1994142455642
1089; -7.06758196; 9.66635996; -7.04095210; 9.63963241; 135.51115380794; 4.1795329620163
1090; -7.68263990; 9.66329933; -7.71370685; 9.68945956; 310.50698745403; 4.4923223638826
1091; -7.75536120; 9.66357019; -7.79735395; 9.69464615; 306.89975102929; 5.7744566870899
1092; -7.40439533; 9.65289879; -7.43269248; 9.68123838; 315.45500167771; 4.4345897779248
1093; -8.04845481; 9.66396337; -8.09703980; 9.69556636; 303.42341385016; 6.3999411022495
1094; -7.70058326; 9.68941010; -7.73111732; 9.71285438; 307.91924820838; 4.2562493262504
1095; -6.76411964; 9.68350040; -6.79507353; 9.71406965; 315.05680841288; 4.8203606679169
1096; -7.16260275; 9.68369601; -7.17771009; 9.72066135; 338.05953388751; 4.4354267174172
1097; -7.09958785; 9.70993047; -7.06642364; 9.67774367; 134.55222196814; 5.1187504742042
1098; -7.04107447; 9.71285489; -7.00278855; 9.71588779; 85.401812342183; 4.2387056932914
1099; -6.87768933; 9.70211857; -6.89268496; 9.75156363; 343.35887071721; 5.7418493925691
1100; -7.62883911; 9.71680020; -7.66266382; 9.73700819; 301.22486179608; 4.3525691976615
1101; -7.50408516; 9.73363769; -7.46862725; 9.71449307; 118.71073927584; 4.4511831527802
1102; -7.32313499; 9.72357532; -7.29044159; 9.70117276; 124.80411689123; 4.3826093934051
1103; -7.51399781; 9.71794818; -7.47808926; 9.67764512; 138.70635373865; 5.9795743535337
1104; -7.02402580; 9.73011293; -7.05925055; 9.78401118; 327.21787328705; 7.1434907583661
1105; -7.03160964; 9.74208905; -7.06750889; 9.77429525; 312.31456484608; 5.340348649655
1106; -7.23668382; 9.73507399; -7.27208734; 9.76183495; 307.48970743603; 4.9096962176364
1107; -7.48434025; 9.74657070; -7.51097002; 9.78412105; 325.05257566525; 5.1041974190352
1108; -7.26223892; 9.76286973; -7.29274502; 9.78580708; 307.34510185658; 4.2222030771746
1109; -6.90635553; 9.75110554; -6.94500125; 9.77900061; 306.22333000593; 5.2743343848161
1110; -7.36567848; 9.74548031; -7.37421439; 9.78946154; 349.1726850412; 4.9802561026909
1111; -7.90973498; 9.77858073; -7.87700781; 9.75080248; 130.73422647611; 4.7469932904666
1112; -7.79873866; 9.76627023; -7.82159830; 9.79836191; 324.93438953972; 4.3675538063064
1113; -7.05559308; 9.75470145; -7.09958728; 9.80647749; 320.06254750148; 7.5308312412705
1114; -7.46551349; 9.79748126; -7.43003694; 9.78158685; 114.44570839557; 4.2922840974395
1115; -7.18789606; 9.75814283; -7.22429541; 9.80281412; 321.23919496084; 6.3872648909852
1116; -7.77519963; 9.77161201; -7.78982623; 9.81072912; 339.77382537197; 4.6385251495498
1117; -7.69797956; 9.79682508; -7.66033326; 9.77280679; 122.91649291862; 4.93386812332
1118; -7.79047741; 9.78197543; -7.82812822; 9.80815083; 305.20613806211; 5.0670772279295
1119; -6.88811997; 9.78190598; -6.93170135; 9.80766428; 300.9582727685; 5.5988994260911
1120; -7.51911620; 9.79717687; -7.55238373; 9.81956357; 304.33245220714; 4.4322836845927
1121; -6.80824223; 9.79007707; -6.85065260; 9.82668353; 311.22043393127; 6.2042767646847
1122; -7.76851614; 9.80414163; -7.81114118; 9.81623024; 286.06008312465; 4.8845466007491
1123; -7.20077987; 9.80269019; -7.20984043; 9.84667488; 348.52717336566; 4.991965243743
1124; -7.72364461; 9.80831617; -7.73661645; 9.84959893; 342.79821011096; 4.8078024191605
1125; -8.00976400; 9.80384652; -8.03978055; 9.82889279; 310.26092956772; 4.3219650957364
1126; -7.85315548; 9.84784453; -7.88316604; 9.87181867; 309.03885263156; 4.2465911605182
1127; -7.56648637; 9.84729202; -7.61286515; 9.87623968; 302.35898073942; 6.0408990689391
1128; -7.28155328; 9.83511353; -7.31855090; 9.87381404; 316.7171029705; 5.9304047727741
1129; -7.47785995; 9.84853172; -7.49464525; 9.88658205; 336.51127475946; 4.6179927325393
1130; -7.68900989; 9.85213019; -7.72389362; 9.88590202; 314.50210292461; 5.3737517890175
1131; -7.77868437; 9.86548800; -7.82131368; 9.87866140; 287.41855173796; 4.9194484760031
1132; -7.69275604; 9.87330397; -7.67813526; 9.83526896; 159.25547819431; 4.525791970732
1133; -7.14035559; 9.85063869; -7.17574221; 9.88066477; 310.73974076487; 5.1370796942652
1134; -7.07792507; 9.86439114; -7.10336362; 9.91118131; 331.8288052558; 5.9117434173416
1135; -8.00408213; 9.87436814; -8.04395408; 9.89944355; 302.55674185036; 5.2007519947552
1136; -7.11167126; 9.89332901; -7.09878634; 9.85094954; 163.32410153664; 4.9221820288817
1137; -7.06577223; 9.88493229; -7.09626805; 9.90842917; 308.03278463012; 4.2603273639141
1138; -7.73148074; 9.90492002; -7.77294922; 9.93654251; 307.7485511; 5.7653552173214
1139; -6.84900282; 9.91235903; -6.80910962; 9.90722019; 97.446632468475; 4.441361366405
1140; -6.89229431; 9.89961785; -6.84650493; 9.87600791; 117.62340280478; 5.6960700668708
1141; -7.85734892; 9.90103121; -7.90746972; 9.96793565; 323.58043458307; 9.2639806369677
1142; -7.22530336; 9.92106962; -7.19810099; 9.89326095; 136.05934246268; 4.3088998089602
1143; -7.81511012; 9.93018355; -7.75279193; 9.91259561; 105.98231578919; 7.1387259396963
1144; -6.99939402; 9.91708600; -7.03465410; 9.96665052; 324.98354320258; 6.7466647158375
1145; -7.17544541; 9.93436243; -7.21148221; 9.94757507; 290.41996776303; 4.2383529505546
1146; -7.57207493; 9.94659652; -7.54489682; 9.90524855; 147.07608151771; 5.4875839535582
1147; -7.98145053; 9.93832684; -8.02845584; 9.95908542; 294.15381332061; 5.6671993991978
1148; -7.29851719; 9.93989245; -7.34701255; 9.97973520; 309.83736012707; 6.945044759976
1149; -7.40243417; 9.94854175; -7.42963179; 9.98230449; 321.57395739372; 4.8049972765823
1150; -7.26837703; 9.94895938; -7.30494557; 9.96650518; 295.97593058638; 4.4804807577589
1151; -7.70288693; 9.94061880; -7.71529270; 9.98678311; 345.17610483285; 5.3121358646218
1152; -7.37013809; 9.95109825; -7.40667195; 9.97731325; 306.07810086398; 4.9726356453498
1153; -7.64258284; 9.96696374; -7.67201841; 9.99583659; 314.88651341442; 4.5640206798304
1154; -7.29609499; 9.98490336; -7.32112428; 10.01269555; 318.43208029632; 4.1437575160913
1155; -7.89912869; 10.00697401; -7.86584977; 9.97485033; 134.4227650561; 5.1180934188962
1156; -7.36994127; 9.99069742; -7.34110030; 9.95854989; 138.53421828461; 4.7847830878463
1157; -6.96557099; 9.99064244; -7.01804792; 9.99855204; 278.70603199802; 5.8581729108082
1158; -7.27351393; 10.01245165; -7.32422096; 10.04905560; 306.24869300149; 6.9169602805311
1159; -7.59971615; 10.00910338; -7.63467445; 10.02606713; 296.23570137877; 4.2898461117702
1160; -7.93136555; 10.02498445; -7.90573173; 9.99668677; 138.262541014; 4.2274262153674
1161; -7.53949253; 10.01318437; -7.56888077; 10.05128814; 322.7867679061; 5.3334625366693
1162; -7.08123936; 10.04610997; -7.11832939; 10.06747616; 300.33309695136; 4.7322149156558
1163; -7.83936868; 10.03389927; -7.88857503; 10.05197280; 290.46062771343; 5.7806289385138
1164; -7.55198198; 10.03548191; -7.51377154; 10.01252785; 121.38152449472; 4.9251123681882
1165; -7.03869590; 10.02253880; -7.06133507; 10.08016395; 338.85352385909; 6.877448177157
1166; -7.32055471; 10.01703230; -7.38541335; 10.07105830; 310.23506144956; 9.3407372456005
1167; -7.68114739; 10.03927591; -7.72380359; 10.04975121; 284.00747981809; 4.8425321057571
1168; -7.29146777; 10.03261491; -7.35527258; 10.07796168; 305.82723657464; 8.6569620253485
1169; -7.80545919; 10.02564048; -7.82281287; 10.07073532; 339.24863385501; 5.3663828568854
1170; -7.90225402; 10.05418874; -7.86458184; 10.02476279; 128.41999312931; 5.2842530832075
1171; -7.51809332; 10.02502469; -7.56553903; 10.06429396; 310.05291067359; 6.8132573890759
1172; -7.35152637; 10.06112675; -7.30742615; 10.01588078; 136.17257550268; 6.9976640944235
1173; -7.34009314; 10.04913552; -7.38538366; 10.07702531; 302.02659792091; 5.8790313198652
1174; -7.18616970; 10.07219464; -7.18255981; 10.03257854; 174.87266739786; 4.4230748707582
1175; -7.36134572; 10.06768508; -7.41000786; 10.07877217; 283.03346382683; 5.5058860665441
1176; -7.70290448; 10.07408437; -7.73726304; 10.10785536; 314.95548341903; 5.3323590142502
1177; -7.59613516; 10.07798819; -7.56450172; 10.05126918; 130.62173371908; 4.5808618065657
1178; -7.81794091; 10.05552617; -7.87252556; 10.10183524; 310.7558285784; 7.916345514245
